Text,Sentiment
Aqui no existe ningun Luis. Molesten a otras persona o los voy a denunciar por acoso tengo todos sus mensajes y numeros de teléfono,negativo
DEJEN DE HACER PERDER TIEMPO A LA GENTE ESTAFADORES.,positivo
El.proximo mensaje me acercare a Osiptel y are mi denuncia respectiva.,negativo
"De 956340020: no debo nada, asi q dejen de seguira enviando mensajes, xq sino reportare...",negativo
De continuar con estas amenazas me vere obligada a denunciarlos mi nombre es Carlota Echeverria Roullon Vda de Bravo,negativo
"Embargo de sueldo? Haber que dice mi abogado, cuando te notifique.",negativo
Embargo? Deuda? Quieres son para denuenciarlos... no saben con quien se han metido... creen que pueden mandarme mensajes asi,negativo
Emitire mi queja por escrito,negativo
De continuar sus impertinentes mensajes me veré obligado a reportar,negativo
En Indecopi nos veremos nos es posible que no entiendas que nos soy Eva Lucia Matute panaifo,negativo
992774652,positivo
Asi k no molesten,positivo
De kk,positivo
Asi q le voy a pedir xfavor q deje de estar mandandome mensajes d3 q devo,positivo
De lo contrario va q tenerme q obligar a cambiar de numero.,positivo
Asi q xfavor dejen de estar msndadome msj,positivo
Error de chat?,positivo
Asu numero no al mio x fa grasias,positivo
Es número,positivo
Así q no mande ningún mensaje de ese Sr o sra,positivo
Eso yalepagueme cobrarondos meses adelantado cuarto y quinto mes,positivo
Espero q no sigan hostigando y estafando,positivo
Atte rene garcia,positivo
Esta Linea es nueva,positivo
Esta cerrado en chincha,positivo
"Atte, EDWARD VASQUEZ",positivo
Averigüe bien con sus trabajadores talves ellos agarraron el deposito,positivo
De qué penal eres,positivo
400739436,positivo
De vencimiento,positivo
Ayeerr,positivo
45904358,positivo
Deja de mandar esos avisos,positivo
Deja dormir,positivo
BENEFUCIO,positivo
Dejen de escribir,positivo
Basta por favor,positivo
"Dejen de incomodar, extorsionar y difamar en el que era mi trabajo, y que por vuestra culpa perdi mi puesto",positivo
Favor depositar a mi cuenta. Del bcp 23039584090039 gracias,positivo
Dejen de mandarme mensaje hdp,positivo
Bete pala m yonodebo para k me estés enviando msj dedeudas,positivo
Bien modelo de la solicitud?,positivo
Cada tonteria que se inventan...,positivo
Demandalo si no te quiere pagar,positivo
Hace dos meses xfavor,positivo
Cambie de operador ase tiempo,positivo
He ido a la tienda a las 3:pm,positivo
"Desorden en colecta, el 26 de octubre cancele el total de la deuda y el 13 de noviembre de 2017 me enviaron la carta de no adeudo firmada por el gerente",positivo
46405801,positivo
??????????????????????????,positivo
A 15 adelantare,positivo
Jijijijiji te crees amenazante,positivo
A cada momento,positivo
K cota señor,positivo
Como ago paracancelar,positivo
Ladrones tengo un correo manden la informacion,positivo
Como es la vaina?,positivo
Liquidacion,positivo
Listo el descuento lo hacen en el penal de San Juan o sarita ?,positivo
Llama a interback,positivo
Lo realizaré en mi trabajo por seguridad NO por teléfono.,positivo
Los espero en mi casa y no vienen ctm,positivo
"Los estan investigando por la sbs, por ladrones",negativo
Los k deben en el banco son empresario yo no yo vivo kachuelos lo unico k debo es la vida a dios y punto,positivo
Lunes l6,positivo
M e me había olvidado que ustedes son dedo para cobrar oiga cortes,positivo
Luciana Moncada reina,positivo
Como que dos dias,positivo
Marque. A si número,positivo
Mas moras,positivo
ESTOY MISION INPOSIBLE DISCULPAME,positivo
75719627,positivo
Alas 4 rarde,positivo
Alejandro sgebre,positivo
Me estafaron,positivo
Me llaman desesperadamente,positivo
Con el número de celular es suficiente,positivo
Con el trabajo eso no se puede venir,positivo
Muy pokito,positivo
Con fecha 20/10/2018.,positivo
Con la srtaxencargada,positivo
Me queda una,positivo
Mensajes donde dicen,positivo
91617961,positivo
Conmo,positivo
Cual esika,positivo
N puedo salir,positivo
938223461,positivo
A que se debe la urgencia??,positivo
947099752lamela asu nro,positivo
El ultimo msj vale.pregunta si esa entidad. colecta sac .bamco financiero...existe,positivo
Elizabeth.. Occopa sarza pata cordero,positivo
Ella sufrio un derrame,positivo
Embargame todo lo que tu quieres so ...,positivo
949593442 sra lourdes biviana,positivo
"De confianza,",positivo
Sobre d q abla este numero m vendio un amigo con todo selular,positivo
Que solo un simple mensaje..al menos una canasta..que mal..,positivo
r entiéndeme .,positivo
Pueden dejar de enviarme mensajes,positivo
Porfavor dejen de mandar este mensaje,positivo
onio Cañamero García,positivo
Q stas mandando sms,positivo
Porque no me.dan gb,positivo
Otra vez llego msj de claro hay te envie,positivo
enviarme mensajes 😖,positivo
No pueden hacer eso,positivo
que area trabaja,positivo
bt a la misna me han tratado mal en esa tienda,positivo
gido este mensaje,positivo
Ya ahorita te llamo esperame sentado,positivo
lgún codigo.,positivo
Y quiero que llano me esten molestando en la cierra no hai bcp,positivo
Pirfavor,positivo
seoen mi auto particular que antes lo taxiaba para pagar las cuotas,positivo
Ya no molesten,positivo
No entienden,positivo
Quien dice que es falta de interés?,positivo
Q fuck siguen escribiendome,positivo
Si mañana de la noche,positivo
Porque no se puede salir a vender,positivo
n muy delicados con el coronavirus y a ustedes más les preocupa est,positivo
Que banco de que cuenta,positivo
No hay aqui estan ninguno esta serrado ayer e buscado yo soy cumplida cpn mis pagos,positivo
No entiendes....??,positivo
Ya paso mas de 5 años,positivo
Stas loco @ loca,positivo
Ni envie mensajes.,positivo
Qui3n er3w,positivo
ya estan cansanso xf,positivo
no tengo domicilio,positivo
Para su conocimiento y fines.,positivo
No trabajo para el estado soy limpiador de carros,positivo
a cuarentena yo no me niego,positivo
Por favor es la última vez que respondo de firma cortes pues yo no,positivo
estos numeros q usan saldran el tv.nacional rosqueton,negativo
"mo personas de lo ajeno timan a la gente, por favor no insistir que ni caso le voy hacer, percibo que son estafadores.",positivo
Que campaña amigo,positivo
No unsitir,positivo
todo los meses me descuenta la ugel sila ugel nopaga nolose boi a preguntar al director de la ugel el director no se encuentra en purus,positivo
Por favor visar,positivo
"amar a la central del BCP, reservandome el derecho de accionar legalmente.",positivo
o me informaron,positivo
Tas loco chico,positivo
Ya con esto no me contestas de quien es,positivo
No quiero ningún seguro de ningún tipo mi dinero está destinado para mis nietos,positivo
No sabes con quien te estas metiendo...,positivo
"Ya no es mío, lo vendí",positivo
Puedo hacer,positivo
Q abucivos,positivo
Que hablan.....jajajjaja,positivo
o mi deuda,positivo
Quiero salirme,positivo
No por la pandemia,positivo
Si estoy con mi mismo numero,positivo
Soy Sandro,positivo
Si jefa lo llamo estoy en chequeo medico,positivo
Victor manuel jahimoto,positivo
Soy ines,positivo
Tengo las pruebas de todos sus mensajes,positivo
Y no tengo naaa,positivo
Ycsi no tengo,positivo
Y dejen de estar fregando la paciencia,positivo
o sé realmente que es lo que está sucediendo para que me estén sind,positivo
ortadora o portador de la deuda... Ya son varias veces q envían men,positivo
No made tonterias??,positivo
Y evite de molestar ya me estás llegando al pin...,positivo
No molesten mas!!,positivo
No sabía de donde es esto,positivo
nir en el area de pescado trabaja con su hno ademas este señor no tiene interés de pagarles pero si Uds van al mercado su vergüenza va hacerle cambiar de,positivo
algo mas señor,positivo
soluciona ahorita esta tonteria de claro....,positivo
joven Wilder .este nunero es mío y está a mi nombre . Por favor no,positivo
Qqq no se pasen con su cargo y corte,positivo
Que debemos hacer con esta pandemia que vivimos,positivo
Quería saber si iba a venir,positivo
Que mensaje es este?,positivo
No pueden cortar si nadie esta trabajando,positivo
No vive en Peru,positivo
Por favor dejar de mandarme mensaje,positivo
Por favor. Mira estoy. En Tacna. Trabajar. Iré voy en chimbote después. El 10 de agosto,positivo
Srta disculpe x motivos fe salud,positivo
"y sobre su Empresa, que recibo constantes mensajes que me molestan.",positivo
No los conozco seres GNB,positivo
Sean educados,positivo
Señores,positivo
Se pasan realmen4,positivo
Si me quieren estafar haganlo bien aunque sea,positivo
me an cortado,positivo
Sres su tienda esta cerrada de chimu,positivo
TAS loco o loca que seas,positivo
No se por que esta utilizando este numero para tal maria,positivo
Para que escribe entonces,positivo
Yo ya me retire,positivo
No quiero saber nada de nada,positivo
er que tome cartas en el asunto,positivo
Ya q el presidente dio a un imforme a todos agencias etc que cerraran por 15 dias,positivo
k sinifica est letras null kien eres,positivo
Salir de q,positivo
Si entel no agarra en las minas,positivo
Su Dni por favor,positivo
Tengan mas cuidado,positivo
Y desvincular con el banco,positivo
Velarde LLERENA,positivo
Por fabor esta mucho molestando,positivo
Y la cuarentena ?,positivo
Yq paguqeeeeee,positivo
ecería NO MOLESTAR,positivo
nro s operacion. 00024,positivo
dolfo Ponce Farfan.,positivo
euda con la empresa,positivo
Yo se q vas a bajar mas,positivo
Olas,positivo
No quiero ctmr,positivo
Xfavor no jodan con sus mensajes,positivo
Revisen antes de enviar mensajes. Mas bien voy a dejar de pagar como castigo por no hacer su tarea. Incapaces e ineficientes,positivo
No voy a pagar nada ctv,positivo
No quiero otra estafano me vuelvan escribir,positivo
Vete a la mierda con la deuda no tengo deuda,positivo
Ustedes creen que una es cojuda no?,positivo
"Y quien carajo son, si yo no tengo deuda con nadie",positivo
ladrones de claro,positivo
por favor no molestar pq no le debo carajo,positivo
Tu quieres robar mi dinero no tu piensas que no me doy cuenta,positivo
jajajajaja ustedes me deben,positivo
ni que tiendas que pagar idiota,positivo
Otrabes q bencio estan locos o q miercoles les pasa,positivo
Que estupidez me están enviando,positivo
Ya me tienes won con estos mensajes espero tu notificacion de embrago para enviarte a la mierda rctm,positivo
Que chucha quién ptm de que debo me podrian explicar,positivo
unat que ridículos y desvergonzados . Además mi plan fue por 20 so,positivo
Ya me tienen inchado yo no debo ni mierda,positivo
me este ostigando con tantos mensajes porfavor,positivo
Yo no les debo Kagadas,positivo
Son abogado sonso asi q no ne vas intimidar si sigues as mandandome menssajes amenazadores,positivo
No molestar ratas y mamomes,positivo
No me molesten por favos atte juan machuca,positivo
"No me jodan, ya me tienen cansado con esto.",positivo
No me molesten solo eso les pido,positivo
No me molestes,positivo
Que mierda me van a quitar o q me van a retener ah si no tengo ni mierda lo unico q saven es joder,positivo
Son usureros y no jodan,positivo
Ve a estafar a otro lado deserebrado,positivo
No tengo porqué cancelar a riple son unos ratiros yo no debo nada,positivo
es un numero de cel asi q no jodan okey gracias,positivo
"No se k quieres k jodes, yo no debo nada",positivo
No tengo deuda con ustedes! Deja de estafar a la gente. No soy idiota!,positivo
No me incomoden estoy trabajando,positivo
Oye concha tu madre porque me llamas de hoy dia es 26 te han contratado para molestar a los clientes,positivo
Par de estafadores trabajen en vez de estar estafando a la gente humilde,positivo
"a de llamadas que me hacen, ya no jodan carajo",positivo
No m jodan x yo les debo os a mandar la m....,positivo
Oigan no me jordan dejen de mandar mensajes carajooooo,positivo
Que mrd quieren?,positivo
Ya me tienes harta con esto,positivo
Yo no debo nada no jodan... ladrones,positivo
dejen de joder ok,positivo
deja de estar mandando mensaje a mi foto ctm,positivo
Señores tercos,positivo
Quien mrd te ah dado mi numero,positivo
Que yo no debo ctmre,positivo
Que su mal servicio se paga estafadores.,positivo
Porque mierda no se fijan en sistemas y dejan de joder cagadas,positivo
Por que mierda molestas a la gente te vas al diablo,positivo
O son extorsionadores.,positivo
No te devo mierda,positivo
No les debo nada carajo dejen de joder hdp,positivo
No me interesa sus argumentos. Demande para responderle con gusto. Porquerias.,positivo
No jodas pe carajo estamos en emergencia y estan q se preocupan de pagos ni trabajamos tengan concideracion miserables muerto de hambres,positivo
No me vuelvan a escribir carajo.,positivo
Que me van a embargar esta. Hasta las huevas,positivo
Quien dice q yo le debo al gallo mas gallo Me vas probar q yo le debo Ya dejen de estar jodiendo Carajo,positivo
Ya me tienen arta conche tu madre te voy a denunciar q siempre me mandan mensaje como si yo ls deviera a uds,negativo
Vayanse ala mierda no tengo plata para comer y voy a estar dando,positivo
Vuelta carajo ya no tengo deuda por ultimo vayanse a la misma moneda,positivo
Vayance a la mierda.. Yo no les debo ni un puto sol,positivo
Y ya no fastidien,positivo
Un favor no jodannn,positivo
Ya no estafennnnnnnnnnnnnn vistimossss,positivo
Yo no debo a ninguna mierda,positivo
Ya pague el 25 ya no jodas Ctm,positivo
Sigues con lo mismo me tienes huevon yo no te debo nada,positivo
Pueden dejar de mandar mensajes ya pase mil veces el código 2 y sig,positivo
Por que me joden mucho...,positivo
dejan de joder,positivo
No me jodan yo no les debo ni mierda!!,positivo
estafadores monses,positivo
Plata no hay aun no jodas,positivo
Por favor no joder,positivo
Saben q ami no me vengan con ninguno cuota vayan a fregar a sus abuela,positivo
Vayanse a la rcsm y dejen de joder k yo nada les debo. Los voy a reportar a indecopi. Estan advertidos!!,negativo
"Y tu qué dijiste esta morrita ya cayo, estafadores m porqueria",positivo
No me molesten par de Idiota,positivo
No se aburren de joder?,positivo
Qué.no ven.la cuenta o no tienen ojos aparte mala atención pésima m,positivo
No voy a pagar mierdas,positivo
Nome mandes huevadas xq no tengo deuda,positivo
Para q chucha voy a llamar a quien mierda le debo,positivo
Para tu informacion no tengo bienes idiota,positivo
Q carajo deuda,positivo
Que confianza es esa de Alberto quien chucha es que para jodiendo llama urgente parecen de lincuentes la verda noce quién es y para usted no me l,positivo
Que oportinidad dejete de sonceras si,positivo
Quie es el payaso,positivo
Quién mierda eres para mandarme estos mensajes,positivo
Si quieres mas cobrale a la unu tienes combenio yo trabaje 18 años me cerrarron y no joder,positivo
"Vaya ! Por lo que leó , les interesa un bledo!!!",positivo
Xq carajos envian este mensaje si no les debo,positivo
Ya me tienen jodidos con sus mensajes,positivo
Yo q mierda debo,positivo
o tiempo lo para sus estupideces,positivo
vayanse a la mierda mi fecha de pago es el 15,positivo
payasos dejen d molestar,positivo
Vayan a estafar a otro lado,positivo
Asi q dejen d mandar msjs a mi celular ok,positivo
Así que no quiero seguir recibiendo ese tipo de mensajes,positivo
De que crédito hablas baboso ya dejen de joder,positivo
Espero q ya no me manden msjs,positivo
De que deuda me hablas esta fumado me parece,positivo
De que es carajo ?,positivo
De que hablas imformate y no.jodas ok,positivo
Estafador usa el cerebro,positivo
Estafadores me llegan al p,positivo
"Estafadores, eso no se hace... Por gente como ustedes es que el mundo va de mal en peor.",positivo
Estafadores hijos de. Puta,positivo
Deja de mandame mensajes. O te cago a trompadas,positivo
Deja de robar a tus hermanos,positivo
Deja molestar señor,positivo
Ayer los llame y no contestan se ban ala mierda,positivo
"Estimados gestores claro, dejen de joder, soy cliente ENTEL.",positivo
Estoy esperando el dia que termine de pagar este préstamo asqueroso para que no me lleguen estos malditos mensajes,positivo
Babosos estafadores ni mentir saben trabajen primero si quieren plata ociosos basuras,positivo
Estoy mandando mensajes por favor no voy a poder pagar mi cuota .estoy llamando a los teléfonos que mandan mensajes pero no me contestan por favor contesten,positivo
Eviten se de problemas,positivo
Dejen de joder no debo a nadie mierda,positivo
Favor de no joder,positivo
Favor dejar de enviar estos mensajes. Gracias,positivo
Dejen de llamar a este numero carajo,positivo
Fuera CTM quen eres,positivo
Fuera de aqui delincuente de mierda. Ponte a trabajar y deja de joder,positivo
Fuera estafador de mierrda,positivo
Fuera estafador y la ctm,positivo
No Jordan que no les debo nada,positivo
No Jordán mierdas.no les debo,positivo
Fuera mierda nunca gano nada con ustedes,positivo
Fuera mierda quien eres,positivo
Gente d mal vivir trabajen mierdas si quieren plata,positivo
COMO VOY A CANCELAR ALGO Q NO DEBO BURRO,positivo
Bien conchudos que son vean su sistema para que se enteren del pésimo servicio que me han dado,positivo
Dejen de molestar ineptos,positivo
Dejen de molestar siiiiii estar estafando a la gente.,positivo
Caalla estafador,positivo
Boy ayebar estos msjes a infocor ok no jodan mas de lo que ys estamos,negativo
Carajo dejen d fregar,positivo
Carajo dejen de mandarme estos mensajes,positivo
Carajo estoy emfermo,positivo
Dije carajo q no debo nada y no jodan,positivo
Carajo...dame el minuto minimo y deja de amenazar...,positivo
Caya gil anda estafa a otro jajajajaja,positivo
K couta... La couta de tu cajon o la funeraria...,positivo
Kien mierda eres no debo nada,positivo
Kien mierda seras,positivo
Kiened son Csmre,positivo
Claro deje de joder,positivo
Ah si? Engaña a otro concha de tu madre,positivo
Cobardes dejen de joder a las personas,positivo
Ladrones.,positivo
Les estoy hablando de la. Mejor manera ya les explicado cuando van entender como kieren q les. Mande los. Mensajes dejen de joder,positivo
Mands ala mrd no se qe deuda m hablan tda la vida joden ya antisipe a Indecope,negativo
No debo nada no jodan estoy al dia,positivo
No debo nada por la puta que los pario.!!!!!!,positivo
No entienden sarnosos!!!,positivo
Ni nada que venga de ustedes estafadores ladrones,positivo
Compromiso? Delincuentes ustedes tienen algo pendiente con la justicia y tendran indudable te que estar en el Ministerio Publico para responder en las in,negativo
Metanlo preso por conchudo,positivo
Mi linea es entel carajo,positivo
"No esten jodiendo, eso ya se ba a pagar",positivo
Concha de tu yo no devo,positivo
Conchadetumadre para que mandas mensaje si te llamo y me cortas la llamada el dia lunes a primera hora me acercare a indecopi,negativo
Conchudos no te debo ni mirada estafador,positivo
Contesta ae gil reconcha d tu madre hjpta crees q voy a caer en tu wevada estafador repute tu madre ya te tengo tu numero tengo q saber kien Eres muert,positivo
No fastidiar,positivo
Ctm yo no devo nada,positivo
Ctm yo no tengo deuda revisen bien a quien llaman carajo,positivo
No hablo con estafadores,positivo
A miquexuxa.No tengo platan.No jodan csm.,positivo
Cual bienes no tengo ni mierda vivo en un hostal embarga el hostal,positivo
Cual recibo de. LUZ CARAJO,positivo
No jadan... Si ya estoy en rojo.. M,positivo
No joda!!! Deje de enviar esos msjs que reportare su número carajo!!!,negativo
"Andate al Carajo, estafador",positivo
No jodan carajo ya murio,positivo
No jodan carajo yo tengo un cronogarma de pago vallanse a la conchadesumadre,positivo
Andense a la miarda q joden yo no teng ninguna deuda dejn d escribir a mi numero,positivo
No jodan yo no pedo nada,positivo
NO C KIEN MIERDA ERES,positivo
Asi ...kien kiera k sea ....no joda,positivo
No jodas por ahora estamos en cuarentena,positivo
No jodas y verifica tu sistema,positivo
No soy solano delgado Eduardo David si siguen con rango les denunciare,negativo
"evo aviso, que está penado de acuerdo la ley los cobros y ustedes s",negativo
otras medidas en contra de ustedes gracias,negativo
La proxima vez quien los va a denunciar soy yo por acoso Valery Gley,negativo
El señor rhandu ya no tiene ese numero cambio de numero porfavor dejen de mandarme mensajes o si no voy a tener que hacer una denuncia,negativo
"El numero 948904907 quiere comunicarse contigo, si deseas llamalo.",positivo
Marcelino Anaya?,positivo
Perdon??????? Deuda de que ????,positivo
Informarle también que ya llegue a un acuerdo con el banco gracias,positivo
Informase antes de enviar el mensaje,positivo
No debo nada. A aclro,positivo
Por favor no molestar mi primo se fue a trabajar al estranjero y dejo a su familia.,positivo
Por favor se están equivocando,positivo
Por k molestan stan equivocado,positivo
Por favor yo no debo a interbanck,positivo
No entiendo su mensaje ...no tengo deuda con ustedes..,positivo
Por favor yo no tengo deudas,positivo
Luis Toro y este celular esta a mi nombre,positivo
Por q llega este mensaje señores yo no tengo nada en ese local o tienda,positivo
"Por la puta madre no soy acuña , una mas y los denuncio",negativo
?? No debo nada,positivo
Por q m envia este msj .acaso yo vendo avon .deje de estar mandando msjs por q yo no vendo esto gracias,positivo
Por q me envian estos mensajes,positivo
Por que me escribe de cuál Edgar ud me habla,positivo
Por que no verifican en lugar de poner incoherencias.,positivo
Porfavor !! Revisa bien su base de datos,positivo
Por qué no averiguan bien,positivo
Porfavor verifiquen,positivo
Porque me llaman si yo no debo nada a nadie,positivo
Porq me escribe ese mensaje si mi persona no tiene ninguna deuda con esa financiera.,positivo
Porque me envían estos tipos de mensaje a este numero ??,positivo
Porque ni le envian el mensaje al titular de la deuda,positivo
"Buenos dias, no entiendo su mensaje a quien va dirigido, yo no tengo ningun problema por deudas, no me vuelvan a enviar mensajes. Mayra Morales.",positivo
"Porque no verifican primero, px tengo q llamar sino tengo deuda, llamen ustedes",positivo
Q deuda carajo yo tengo nada q ver con ustedes.,positivo
Q Deuda Yo No Tengo Ninguna Deuda Con Mi Banco,positivo
Estoy cansada de sus mensajes yo no tengo ninguna deuda,positivo
"Q tema pendiente? , si yo no tengo cuenta con el BCP",positivo
Qie recibo ? No debo nada,positivo
Que cosa yio no debo nada,positivo
Que cuota si yo no les he sacado nada,positivo
"Que deuda me estan imputado, yo que sepa no e solicitado préstamo, pueden decirme cual es el nombre de la persona",positivo
Que deuda habla si yo no tengo tarjeta,positivo
Que deuda pelotudo ???,positivo
Que deuda mierda..yo no debo a nadies,positivo
Que garantia si yo no tengo cuenta con uds..,positivo
Que le pasa yo no tengo credito,positivo
Dejen de enviar estos MSN yo tengo ni un sol que pagarles por no e sacado dinero alguno de nadies,positivo
"Disculpe que deuda,nunca compre ni vendi nada de Avon.",positivo
Dejen de enviar mensajes a este número por dios.,positivo
ya me tienen harta yo no debo a avon déjenme de joder,positivo
Disculpe pero.yo.No tengo deuda con el Bco Falabela,positivo
x favor dejen de molestar xq yo no tengo ningún préstamo en MiBanco.,positivo
stema porque mi numero no pertenece a ningun moroso,positivo
revisen su sistema,positivo
Que no debo scotiabank no se cansan,positivo
o a nadie por favor verificar su información gracias,positivo
no tengo deuda con este banco,positivo
Queeee estan locosss yo no debo a nadie,positivo
Que voy a cancelar sino debo nada.... hasta cuando el hostigamiento?????,positivo
Que... YO no debo a nadie y si tengo deuda estoy al dia... Se confundieron...,positivo
Kkkk...disculpe yo no debo a ese banco...,positivo
Dejen de enviarme tonterias...yo no hago pedidos avon con quien quieren hablar,positivo
Quien chucha les debe,positivo
Quien es Andy????,positivo
Disculpe de qe pago me esta ablando yo no tengo ninguna deuda,positivo
",yo no debo nada no mandar mensajes ni llamar",positivo
"Yo tengo mi cuenta en el banco de la nacion ,no tengo otra cuenta en otro banco y solisito mi bono en mi cuenta del banco de la nacion .",positivo
Disculpe con quién desean comunicarse,positivo
Quien eres tu no tengo ni auto que tienrs,positivo
Quien eres y de que se trsta la urgencia .... creo que hay error,positivo
Yo no tengo ningúna deuda con nadies,positivo
Disculpe buenas tardes pero yo. No tengo ninguna deuda con la caja no entiendo porque me llegan este mensaje,positivo
Yo no tengo ninguna deuda con AVON.. asi que porfavor no frieguen.,positivo
Disculpa yo que sepa nooo deboooo,positivo
No debo nada... de que me cobran,positivo
Yo no se de que cuenta.me habla yo ni tengo idea como se.trabaja co,positivo
Yo no se d q me cobran,positivo
Yo no les debo mi dni e08990854,positivo
Yo no debo ninguna cuota po favor llamar.,positivo
Yo no debo en claro,positivo
Yo no debo azteca se han equivocado,positivo
Yo le debo EFe x chucha envian mensaje,positivo
Quien es jenner no manden mensaje a este numero,positivo
Yo no tengo celular claro que deuda me hablas verifique bien,positivo
Quien es armando ?,positivo
Quien es Marcelino,positivo
Hola? Con quien deseas hablar?? Se esta confundiendo,positivo
Quien miercoles es maxilimiano?,positivo
Quien sera ese pata,positivo
Disculpa creo que tu mensaje esta equivocado,positivo
Y nunca debo al BCP,positivo
Sres no es su fono sra Marcia este es llamarle 934862453,positivo
Reitero que Vayan y cobrelo a carpio pero dejen de molestarme por favor vayan a su casa y dejen de molestar por favor tienen miedi de llamarlo llamenlo,positivo
Revise bien su sistema. Creo están equivocados.,positivo
Revisen bien sus datos personales.,positivo
Verifiquen bien!!,positivo
Verificar bien x favor,positivo
SEÑORES DE QUIEN ES LA DEUDA DIGANME EL NOMBRE SE HAN EQUIVOCADO DE NUMERO O EXPLIQUEN ME POR FABOR,positivo
Dejen de fastidiar no conozco a esa persona le interpondre una denuncia por coaccion,negativo
"Expliqueme clarito, no entiendo de que deuda me habla, yo jamas he tenido tratos con alguna empresa de catalogos",positivo
Vayanse a la mierda no debo nada estafadores,positivo
Srta. Toro. A quién pretende dirigir este mensaje? No tengo ningún,positivo
Sres yo no tengo ninguna cta o deuda con uds por favor no insistir gracias.,positivo
???? No tengo ninguna deuda con ustedes,positivo
Señores ya me canse de que me manden esas notificaciones de deuda si yo no debo nada a Avon,positivo
Dejen de mandar eso aca,positivo
Segun usted cual es mi deuda y a nombre de quien sale,positivo
"Disculpen soy Álex Cadillo Arévalo, podrían dejar de enviarme mensa",positivo
Son unos malcriados me cuelgan cuando me quejo de que me envian mensajes cuando no tengo ninguna deuda. Mi DNI es 09296692 y soy propietario de este telé,positivo
Tenga la bondad de aclararme esto de la deuda. Yo no tengo deuda mucho menos pido créditos. Gracias,positivo
Trabajen denuestrame de que servicio te debo,positivo
No debo nada no estén cobrando mentira,positivo
Deuda a nombré de Quién??? Yo soy Javier Vergara Altez. A qué deuda se refiere???,positivo
No debo nada pagué hace seis años,positivo
Whats ? Si saben que estan hablando al numero de una menor de edad ? Xd,positivo
X favor dejar de molestar ya les di el numero de la sra elizabeth llamenla a ella misma,positivo
Disculpa no uso visa,positivo
Yo no devo nada dejen de estar molestando,positivo
Yo no les debo ni un sol a ustedes dejen de estar molestando,positivo
Yo no tengo deuda con uds. Que les pasa,positivo
Yo no tengo ninguna deuda con ese banco dejen de estar mandando msjs gracias,positivo
Yo no tengo ningun deuda,positivo
"Yo no tengo ninguna deuda con citibank, dejen de molestarme",positivo
Yo no tengo ninguna deuda con ese banco ni con ninguno,positivo
Yo no tengo prestamo es mi hermano,positivo
"Yo no.tengo.ninguna.deuda,porque.mandan esa informacion",positivo
Yo soy jorge tragodara acosta,positivo
Yono soy ivana soy maria su hermana y poxfabor nome estes mandando mensaje,positivo
Yo.no.te.dedo.y no.moleste,positivo
dejen de incomodar por favor no debo a nadie,positivo
Buenas noches no se con quien desean hablar no se q significa INF por favor digame si es un banco graciad,positivo
el.cel.es ostigar soy yo la q deven de llamar solo mandan mensaje yo he llamado pero nadie atiende .pagare esta maldita deuda q me tiene estrezada pero n,positivo
Kkk como k joakin,positivo
no debo ni mierda ok ctm,positivo
por favor el de Rojas Morales Bermudez no esta en Peru este no es su numero,positivo
que por favor yo en bamco interbsnk no devo yo,positivo
soy Roberto dario,positivo
No jodan carajo informense estoy al dia fijense el sistema no debo nada,positivo
xq hay otros k me estan llamando ...y yo no soy la persona .ke debo si no mi hernama,positivo
ya habíamos enviado una carta aclarando que mi representada no debe,positivo
No le debo nada a uds,positivo
K yo no tengo ninguna deuda con su banco,positivo
De q habla no tengo deudas con banco financiero,positivo
No soy Katherine pero te informo ella trabaja en el municipio d Sa,positivo
"El numero 972698829 quiere comunicarse contigo, si deseas llamalo.",positivo
Yo no tengo ni una cuenta pendiente,positivo
Por que joden si no tengo deuda,positivo
Yo no tengo deuda contigo.,positivo
Yo no tengo deudas con esta entidad bancaria,positivo
Nilton murio,positivo
Me pueden dejar de enviar mensajes ..yo nunca e trabajado con su empresa ..si siguen acosandome co este tipo de mensajes voy a denunciar,negativo
"Serían tan amables de evitar hostigarme con sus mensajes,.",positivo
Dejen de mandar mensajes que no debe nada a su entidaf,positivo
Dejen de mandar estos mensajes a este njmero q yo no les debo,positivo
Favor no enviar sms,positivo
Los voy a denunciar para que investiguen estos numeros,negativo
Buenos días el número de ella es 51 945 953 770,positivo
"Que deuda, si en Cerro de Pasco, no existe Ripley. Mi nombre es Jai",positivo
"Que voy a refinanciar? Se han equivocado, yo no les debo NADA.",positivo
Buenos dias. Yo no tengo deuda con ustedes.,positivo
Que deuda no tengo ninguna.,positivo
Que deuda vayan a bañarse,positivo
Qqq disculpe yo no tengo ninguna deuda con esa tienda,positivo
Cual cuota si no les debo ni mierda.,positivo
Por favor soy su hermano eviten mandar estos mensajes y llamadas ok,positivo
Estan lokos yo no tengo deuda con ripley,positivo
Esta loko bcp no debo ningun puto sol,positivo
El señor Raul Flores a fallecido el ocho de abril 2020 por esta pandemia,positivo
"A quién esperas Financiera ? Escribe el nombre completo de la persona que les debe y supongo que tienen su direccion, por qué no lo visitan ? y dejan de",positivo
y no debo ningun equipo,positivo
enpesar apagar pero come m pusieron al sistema en rojo ya no lo boy apagar x ser abusivos xk estan contra la ley,positivo
Ya pague??,positivo
"Buenas dia el suscrito en reiteradas oportunidades, le ha echo llegar la propuesta de pago a su representada, si embargo su representada no a querido, le",positivo
O de repente no han procesado mis pagos que realice,positivo
